Date,Traffic source,Views
2022-10-04,YouTube search,6
2022-10-05,YouTube search,4
2022-10-06,YouTube search,4
2022-10-07,YouTube search,1
2022-10-08,YouTube search,7
2022-10-09,YouTube search,3
2022-10-10,YouTube search,6
2022-10-11,YouTube search,4
2022-10-12,YouTube search,6
2022-10-13,YouTube search,3
2022-10-14,YouTube search,0
2022-10-15,YouTube search,3
2022-10-16,YouTube search,1
2022-10-17,YouTube search,5
2022-10-18,YouTube search,6
2022-10-19,YouTube search,3
2022-10-20,YouTube search,3
2022-10-21,YouTube search,3
2022-10-22,YouTube search,6
2022-10-23,YouTube search,7
2022-10-24,YouTube search,5
2022-10-25,YouTube search,3
2022-10-26,YouTube search,6
2022-10-27,YouTube search,5
2022-10-28,YouTube search,5
2022-10-29,YouTube search,4
2022-10-30,YouTube search,4
2022-10-31,YouTube search,8
2022-11-01,YouTube search,7
2022-11-02,YouTube search,8
2022-11-03,YouTube search,7
2022-11-04,YouTube search,2
2022-11-05,YouTube search,10
2022-11-06,YouTube search,3
2022-11-07,YouTube search,3
2022-11-08,YouTube search,6
2022-11-09,YouTube search,9
2022-11-10,YouTube search,2
2022-11-11,YouTube search,3
2022-11-12,YouTube search,14
2020-09-01,Suggested videos,0
2020-09-02,Suggested videos,0
2020-09-03,Suggested videos,0
2020-09-04,Suggested videos,0
2020-09-05,Suggested videos,0
2020-09-06,Suggested videos,0
2020-09-07,Suggested videos,0
2020-09-08,Suggested videos,1
2020-09-09,Suggested videos,0
2020-09-10,Suggested videos,0
2020-09-11,Suggested videos,0
2020-09-12,Suggested videos,0
2020-09-13,Suggested videos,0
2020-09-14,Suggested videos,0
2020-09-15,Suggested videos,0
2020-09-16,Suggested videos,0
2020-09-17,Suggested videos,0
2020-09-18,Suggested videos,0
2020-09-19,Suggested videos,0
2020-09-20,Suggested videos,0
2020-09-21,Suggested videos,0
2020-09-22,Suggested videos,0
2020-09-23,Suggested videos,0
2020-09-24,Suggested videos,1
2020-09-25,Suggested videos,0
2020-09-26,Suggested videos,0
2020-09-27,Suggested videos,0
2020-09-28,Suggested videos,1
2020-09-29,Suggested videos,0
2020-09-30,Suggested videos,0
2020-10-01,Suggested videos,1
2020-10-02,Suggested videos,2
2020-10-03,Suggested videos,0
2020-10-04,Suggested videos,2
2020-10-05,Suggested videos,0
2020-10-06,Suggested videos,3
2020-10-07,Suggested videos,0
2020-10-08,Suggested videos,0
2020-10-09,Suggested videos,1
2020-10-10,Suggested videos,0
2020-10-11,Suggested videos,0
2020-10-12,Suggested videos,0
2020-10-13,Suggested videos,0
2020-10-14,Suggested videos,0
2020-10-15,Suggested videos,0
2020-10-16,Suggested videos,0
2020-10-17,Suggested videos,0
2020-10-18,Suggested videos,0
2020-10-19,Suggested videos,3
2020-10-20,Suggested videos,5
2020-10-21,Suggested videos,21
2020-10-22,Suggested videos,25
2020-10-23,Suggested videos,16
2020-10-24,Suggested videos,8
2020-10-25,Suggested videos,11
2020-10-26,Suggested videos,14
2020-10-27,Suggested videos,15
2020-10-28,Suggested videos,19
2020-10-29,Suggested videos,11
2020-10-30,Suggested videos,13
2020-10-31,Suggested videos,0
2020-11-01,Suggested videos,6
2020-11-02,Suggested videos,8
2020-11-03,Suggested videos,12
2020-11-04,Suggested videos,11
2020-11-05,Suggested videos,16
2020-11-06,Suggested videos,8
2020-11-07,Suggested videos,0
2020-11-08,Suggested videos,0
2020-11-09,Suggested videos,0
2020-11-10,Suggested videos,0
2020-11-11,Suggested videos,1
2020-11-12,Suggested videos,3
2020-11-13,Suggested videos,1
2020-11-14,Suggested videos,0
2020-11-15,Suggested videos,2
2020-11-16,Suggested videos,0
2020-11-17,Suggested videos,2
2020-11-18,Suggested videos,0
2020-11-19,Suggested videos,3
2020-11-20,Suggested videos,1
2020-11-21,Suggested videos,1
2020-11-22,Suggested videos,9
2020-11-23,Suggested videos,0
2020-11-24,Suggested videos,1
2020-11-25,Suggested videos,0
2020-11-26,Suggested videos,0
2020-11-27,Suggested videos,0
2020-11-28,Suggested videos,0
2020-11-29,Suggested videos,0
2020-11-30,Suggested videos,1
2020-12-01,Suggested videos,1
2020-12-02,Suggested videos,0
2020-12-03,Suggested videos,0
2020-12-04,Suggested videos,1
2020-12-05,Suggested videos,0
2020-12-06,Suggested videos,1
2020-12-07,Suggested videos,3
2020-12-08,Suggested videos,4
2020-12-09,Suggested videos,1
2020-12-10,Suggested videos,2
2020-12-11,Suggested videos,1
2020-12-12,Suggested videos,0
2020-12-13,Suggested videos,4
2020-12-14,Suggested videos,0
2020-12-15,Suggested videos,2
2020-12-16,Suggested videos,2
2020-12-17,Suggested videos,1
2020-12-18,Suggested videos,3
2020-12-19,Suggested videos,1
2020-12-20,Suggested videos,1
2020-12-21,Suggested videos,0
2020-12-22,Suggested videos,0
2020-12-23,Suggested videos,1
2020-12-24,Suggested videos,0
2020-12-25,Suggested videos,0
2020-12-26,Suggested videos,0
2020-12-27,Suggested videos,0
2020-12-28,Suggested videos,0
2020-12-29,Suggested videos,0
2020-12-30,Suggested videos,0
2020-12-31,Suggested videos,1
2021-01-01,Suggested videos,1
2021-01-02,Suggested videos,1
2021-01-03,Suggested videos,2
2021-01-04,Suggested videos,8
2021-01-05,Suggested videos,2
2021-01-06,Suggested videos,2
2021-01-07,Suggested videos,2
2021-01-08,Suggested videos,1
2021-01-09,Suggested videos,0
2021-01-10,Suggested videos,1
2021-01-11,Suggested videos,7
2021-01-12,Suggested videos,3
2021-01-13,Suggested videos,1
2021-01-14,Suggested videos,4
2021-01-15,Suggested videos,2
2021-01-16,Suggested videos,1
2021-01-17,Suggested videos,2
2021-01-18,Suggested videos,2
2021-01-19,Suggested videos,4
2021-01-20,Suggested videos,0
2021-01-21,Suggested videos,3
2021-01-22,Suggested videos,10
2021-01-23,Suggested videos,1
2021-01-24,Suggested videos,8
2021-01-25,Suggested videos,16
2021-01-26,Suggested videos,8
2021-01-27,Suggested videos,26
2021-01-28,Suggested videos,18
2021-01-29,Suggested videos,18
2021-01-30,Suggested videos,3
2021-01-31,Suggested videos,4
2021-02-01,Suggested videos,5
2021-02-02,Suggested videos,11
2021-02-03,Suggested videos,6
2021-02-04,Suggested videos,15
2021-02-05,Suggested videos,8
2021-02-06,Suggested videos,3
2021-02-07,Suggested videos,3
2021-02-08,Suggested videos,8
2021-02-09,Suggested videos,15
2021-02-10,Suggested videos,16
2021-02-11,Suggested videos,16
2021-02-12,Suggested videos,11
2021-02-13,Suggested videos,0
2021-02-14,Suggested videos,6
2021-02-15,Suggested videos,10
2021-02-16,Suggested videos,3
2021-02-17,Suggested videos,5
2021-02-18,Suggested videos,7
2021-02-19,Suggested videos,19
2021-02-20,Suggested videos,4
2021-02-21,Suggested videos,11
2021-02-22,Suggested videos,11
2021-02-23,Suggested videos,19
2021-02-24,Suggested videos,8
2021-02-25,Suggested videos,17
2021-02-26,Suggested videos,8
2021-02-27,Suggested videos,2
2021-02-28,Suggested videos,11
2021-03-01,Suggested videos,15
2021-03-02,Suggested videos,10
2021-03-03,Suggested videos,11
2021-03-04,Suggested videos,13
2021-03-05,Suggested videos,7
2021-03-06,Suggested videos,8
2021-03-07,Suggested videos,1
2021-03-08,Suggested videos,12
2021-03-09,Suggested videos,4
2021-03-10,Suggested videos,15
2021-03-11,Suggested videos,6
2021-03-12,Suggested videos,8
2021-03-13,Suggested videos,2
2021-03-14,Suggested videos,3
2021-03-15,Suggested videos,11
2021-03-16,Suggested videos,15
2021-03-17,Suggested videos,6
2021-03-18,Suggested videos,10
2021-03-19,Suggested videos,11
2021-03-20,Suggested videos,3
2021-03-21,Suggested videos,5
2021-03-22,Suggested videos,8
2021-03-23,Suggested videos,11
2021-03-24,Suggested videos,6
2021-03-25,Suggested videos,5
2021-03-26,Suggested videos,10
2021-03-27,Suggested videos,1
2021-03-28,Suggested videos,4
2021-03-29,Suggested videos,2
2021-03-30,Suggested videos,9
2021-03-31,Suggested videos,5
2021-04-01,Suggested videos,7
2021-04-02,Suggested videos,6
2021-04-03,Suggested videos,0
2021-04-04,Suggested videos,6
2021-04-05,Suggested videos,6
2021-04-06,Suggested videos,3
2021-04-07,Suggested videos,14
2021-04-08,Suggested videos,5
2021-04-09,Suggested videos,4
2021-04-10,Suggested videos,5
2021-04-11,Suggested videos,7
2021-04-12,Suggested videos,9
2021-04-13,Suggested videos,7
2021-04-14,Suggested videos,17
2021-04-15,Suggested videos,5
2021-04-16,Suggested videos,13
2021-04-17,Suggested videos,3
2021-04-18,Suggested videos,2
2021-04-19,Suggested videos,10
2021-04-20,Suggested videos,18
2021-04-21,Suggested videos,13
2021-04-22,Suggested videos,17
2021-04-23,Suggested videos,7
2021-04-24,Suggested videos,5
2021-04-25,Suggested videos,7
2021-04-26,Suggested videos,21
2021-04-27,Suggested videos,4
2021-04-28,Suggested videos,24
2021-04-29,Suggested videos,10
2021-04-30,Suggested videos,5
2021-05-01,Suggested videos,1
2021-05-02,Suggested videos,6
2021-05-03,Suggested videos,12
2021-05-04,Suggested videos,23
2021-05-05,Suggested videos,5
2021-05-06,Suggested videos,19
2021-05-07,Suggested videos,9
2021-05-08,Suggested videos,0
2021-05-09,Suggested videos,3
2021-05-10,Suggested videos,17
2021-05-11,Suggested videos,22
2021-05-12,Suggested videos,22
2021-05-13,Suggested videos,11
2021-05-14,Suggested videos,13
2021-05-15,Suggested videos,3
2021-05-16,Suggested videos,4
2021-05-17,Suggested videos,7
2021-05-18,Suggested videos,15
2021-05-19,Suggested videos,7
2021-05-20,Suggested videos,12
2021-05-21,Suggested videos,16
2021-05-22,Suggested videos,3
2021-05-23,Suggested videos,10
2021-05-24,Suggested videos,13
2021-05-25,Suggested videos,11
2021-05-26,Suggested videos,9
2021-05-27,Suggested videos,8
2021-05-28,Suggested videos,7
2021-05-29,Suggested videos,0
2021-05-30,Suggested videos,6
2021-05-31,Suggested videos,2
2021-06-01,Suggested videos,7
2021-06-02,Suggested videos,3
2021-06-03,Suggested videos,3
2021-06-04,Suggested videos,7
2021-06-05,Suggested videos,4
2021-06-06,Suggested videos,3
2021-06-07,Suggested videos,15
2021-06-08,Suggested videos,6
2021-06-09,Suggested videos,11
2021-06-10,Suggested videos,0
2021-06-11,Suggested videos,5
2021-06-12,Suggested videos,5
2021-06-13,Suggested videos,4
2021-06-14,Suggested videos,6
2021-06-15,Suggested videos,10
2021-06-16,Suggested videos,4
2021-06-17,Suggested videos,11
2021-06-18,Suggested videos,5
2021-06-19,Suggested videos,5
2021-06-20,Suggested videos,6
2021-06-21,Suggested videos,11
2021-06-22,Suggested videos,2
2021-06-23,Suggested videos,3
2021-06-24,Suggested videos,4
2021-06-25,Suggested videos,1
2021-06-26,Suggested videos,0
2021-06-27,Suggested videos,0
2021-06-28,Suggested videos,2
2021-06-29,Suggested videos,2
2021-06-30,Suggested videos,2
2021-07-01,Suggested videos,1
2021-07-02,Suggested videos,1
2021-07-03,Suggested videos,0
2021-07-04,Suggested videos,0
2021-07-05,Suggested videos,1
2021-07-06,Suggested videos,3
2021-07-07,Suggested videos,0
2021-07-08,Suggested videos,4
2021-07-09,Suggested videos,3
2021-07-10,Suggested videos,0
2021-07-11,Suggested videos,1
2021-07-12,Suggested videos,1
2021-07-13,Suggested videos,2
2021-07-14,Suggested videos,0
2021-07-15,Suggested videos,2
2021-07-16,Suggested videos,2
2021-07-17,Suggested videos,0
2021-07-18,Suggested videos,2
2021-07-19,Suggested videos,5
2021-07-20,Suggested videos,4
2021-07-21,Suggested videos,3
2021-07-22,Suggested videos,3
2021-07-23,Suggested videos,1
2021-07-24,Suggested videos,4
2021-07-25,Suggested videos,0
2021-07-26,Suggested videos,4
2021-07-27,Suggested videos,1
2021-07-28,Suggested videos,0
2021-07-29,Suggested videos,0
2021-07-30,Suggested videos,7
2021-07-31,Suggested videos,0
2021-08-01,Suggested videos,5
2021-08-02,Suggested videos,1
2021-08-03,Suggested videos,4
2021-08-04,Suggested videos,6
2021-08-05,Suggested videos,1
2021-08-06,Suggested videos,3
2021-08-07,Suggested videos,4
2021-08-08,Suggested videos,2
2021-08-09,Suggested videos,2
2021-08-10,Suggested videos,5
2021-08-11,Suggested videos,2
2021-08-12,Suggested videos,4
2021-08-13,Suggested videos,1
2021-08-14,Suggested videos,2
2021-08-15,Suggested videos,8
2021-08-16,Suggested videos,1
2021-08-17,Suggested videos,3
2021-08-18,Suggested videos,9
2021-08-19,Suggested videos,4
2021-08-20,Suggested videos,4
2021-08-21,Suggested videos,0
2021-08-22,Suggested videos,5
2021-08-23,Suggested videos,12
2021-08-24,Suggested videos,12
2021-08-25,Suggested videos,11
2021-08-26,Suggested videos,18
2021-08-27,Suggested videos,9
2021-08-28,Suggested videos,0
2021-08-29,Suggested videos,1
2021-08-30,Suggested videos,12
2021-08-31,Suggested videos,7
2021-09-01,Suggested videos,10
2021-09-02,Suggested videos,14
2021-09-03,Suggested videos,7
2021-09-04,Suggested videos,6
2021-09-05,Suggested videos,11
2021-09-06,Suggested videos,8
2021-09-07,Suggested videos,21
2021-09-08,Suggested videos,20
2021-09-09,Suggested videos,27
2021-09-10,Suggested videos,16
2021-09-11,Suggested videos,2
2021-09-12,Suggested videos,9
2021-09-13,Suggested videos,17
2021-09-14,Suggested videos,22
2021-09-15,Suggested videos,9
2021-09-16,Suggested videos,26
2021-09-17,Suggested videos,7
2021-09-18,Suggested videos,19
2021-09-19,Suggested videos,16
2021-09-20,Suggested videos,32
2021-09-21,Suggested videos,70
2021-09-22,Suggested videos,52
2021-09-23,Suggested videos,31
2021-09-24,Suggested videos,21
2021-09-25,Suggested videos,21
2021-09-26,Suggested videos,37
2021-09-27,Suggested videos,56
2021-09-28,Suggested videos,57
2021-09-29,Suggested videos,40
2021-09-30,Suggested videos,45
2021-10-01,Suggested videos,38
2021-10-02,Suggested videos,29
2021-10-03,Suggested videos,46
2021-10-04,Suggested videos,103
2021-10-05,Suggested videos,81
2021-10-06,Suggested videos,38
2021-10-07,Suggested videos,2
2021-10-08,Suggested videos,1
2021-10-09,Suggested videos,0
2021-10-10,Suggested videos,6
2021-10-11,Suggested videos,4
2021-10-12,Suggested videos,5
2021-10-13,Suggested videos,4
2021-10-14,Suggested videos,6
2021-10-15,Suggested videos,6
2021-10-16,Suggested videos,1
2021-10-17,Suggested videos,3
2021-10-18,Suggested videos,1
2021-10-19,Suggested videos,4
2021-10-20,Suggested videos,2
2021-10-21,Suggested videos,1
2021-10-22,Suggested videos,0
2021-10-23,Suggested videos,1
2021-10-24,Suggested videos,5
2021-10-25,Suggested videos,6
2021-10-26,Suggested videos,5
2021-10-27,Suggested videos,1
2021-10-28,Suggested videos,2
2021-10-29,Suggested videos,3
2021-10-30,Suggested videos,0
2021-10-31,Suggested videos,4
2021-11-01,Suggested videos,1
2021-11-02,Suggested videos,4
2021-11-03,Suggested videos,3
2021-11-04,Suggested videos,1
2021-11-05,Suggested videos,2
2021-11-06,Suggested videos,0
2021-11-07,Suggested videos,2
2021-11-08,Suggested videos,3
2021-11-09,Suggested videos,4
2021-11-10,Suggested videos,0
2021-11-11,Suggested videos,2
2021-11-12,Suggested videos,1
2021-11-13,Suggested videos,0
2021-11-14,Suggested videos,2
2021-11-15,Suggested videos,2
2021-11-16,Suggested videos,0
2021-11-17,Suggested videos,2
2021-11-18,Suggested videos,1
2021-11-19,Suggested videos,0
2021-11-20,Suggested videos,0
2021-11-21,Suggested videos,2
2021-11-22,Suggested videos,0
2021-11-23,Suggested videos,0
2021-11-24,Suggested videos,1
2021-11-25,Suggested videos,1
2021-11-26,Suggested videos,1
2021-11-27,Suggested videos,1
2021-11-28,Suggested videos,1
2021-11-29,Suggested videos,0
2021-11-30,Suggested videos,3
2021-12-01,Suggested videos,1
2021-12-02,Suggested videos,2
2021-12-03,Suggested videos,2
2021-12-04,Suggested videos,1
2021-12-05,Suggested videos,2
2021-12-06,Suggested videos,2
2021-12-07,Suggested videos,5
2021-12-08,Suggested videos,1
2021-12-09,Suggested videos,2
2021-12-10,Suggested videos,1
2021-12-11,Suggested videos,0
2021-12-12,Suggested videos,3
2021-12-13,Suggested videos,6
2021-12-14,Suggested videos,7
2021-12-15,Suggested videos,4
2021-12-16,Suggested videos,5
2021-12-17,Suggested videos,24
2021-12-18,Suggested videos,23
2021-12-19,Suggested videos,16
2021-12-20,Suggested videos,7
2021-12-21,Suggested videos,8
2021-12-22,Suggested videos,4
2021-12-23,Suggested videos,1
2021-12-24,Suggested videos,2
2021-12-25,Suggested videos,5
2021-12-26,Suggested videos,0
2021-12-27,Suggested videos,1
2021-12-28,Suggested videos,2
2021-12-29,Suggested videos,2
2021-12-30,Suggested videos,4
2021-12-31,Suggested videos,3
2022-01-01,Suggested videos,2
2022-01-02,Suggested videos,18
2022-01-03,Suggested videos,39
2022-01-04,Suggested videos,64
2022-01-05,Suggested videos,39
2022-01-06,Suggested videos,36
2022-01-07,Suggested videos,28
2022-01-08,Suggested videos,6
2022-01-09,Suggested videos,23
2022-01-10,Suggested videos,51
2022-01-11,Suggested videos,47
2022-01-12,Suggested videos,48
2022-01-13,Suggested videos,30
2022-01-14,Suggested videos,40
2022-01-15,Suggested videos,14
2022-01-16,Suggested videos,20
2022-01-17,Suggested videos,27
2022-01-18,Suggested videos,78
2022-01-19,Suggested videos,81
2022-01-20,Suggested videos,127
2022-01-21,Suggested videos,85
2022-01-22,Suggested videos,65
2022-01-23,Suggested videos,79
2022-01-24,Suggested videos,150
2022-01-25,Suggested videos,123
2022-01-26,Suggested videos,133
2022-01-27,Suggested videos,127
2022-01-28,Suggested videos,106
2022-01-29,Suggested videos,97
2022-01-30,Suggested videos,81
2022-01-31,Suggested videos,140
2022-02-01,Suggested videos,149
2022-02-02,Suggested videos,180
2022-02-03,Suggested videos,148
2022-02-04,Suggested videos,164
2022-02-05,Suggested videos,71
2022-02-06,Suggested videos,85
2022-02-07,Suggested videos,126
2022-02-08,Suggested videos,114
2022-02-09,Suggested videos,131
2022-02-10,Suggested videos,122
2022-02-11,Suggested videos,115
2022-02-12,Suggested videos,84
2022-02-13,Suggested videos,129
2022-02-14,Suggested videos,213
2022-02-15,Suggested videos,237
2022-02-16,Suggested videos,226
2022-02-17,Suggested videos,280
2022-02-18,Suggested videos,239
2022-02-19,Suggested videos,129
2022-02-20,Suggested videos,191
2022-02-21,Suggested videos,241
2022-02-22,Suggested videos,433
2022-02-23,Suggested videos,362
2022-02-24,Suggested videos,239
2022-02-25,Suggested videos,241
2022-02-26,Suggested videos,237
2022-02-27,Suggested videos,219
2022-02-28,Suggested videos,256
2022-03-01,Suggested videos,240
2022-03-02,Suggested videos,280
2022-03-03,Suggested videos,333
2022-03-04,Suggested videos,235
2022-03-05,Suggested videos,160
2022-03-06,Suggested videos,166
2022-03-07,Suggested videos,103
2022-03-08,Suggested videos,77
2022-03-09,Suggested videos,68
2022-03-10,Suggested videos,59
2022-03-11,Suggested videos,47
2022-03-12,Suggested videos,44
2022-03-13,Suggested videos,15
2022-03-14,Suggested videos,13
2022-03-15,Suggested videos,14
2022-03-16,Suggested videos,20
2022-03-17,Suggested videos,15
2022-03-18,Suggested videos,10
2022-03-19,Suggested videos,13
2022-03-20,Suggested videos,12
2022-03-21,Suggested videos,12
2022-03-22,Suggested videos,17
2022-03-23,Suggested videos,10
2022-03-24,Suggested videos,11
2022-03-25,Suggested videos,12
2022-03-26,Suggested videos,7
2022-03-27,Suggested videos,20
2022-03-28,Suggested videos,17
2022-03-29,Suggested videos,5
2022-03-30,Suggested videos,11
2022-03-31,Suggested videos,4
2022-04-01,Suggested videos,1
2022-04-02,Suggested videos,6
2022-04-03,Suggested videos,3
2022-04-04,Suggested videos,12
2022-04-05,Suggested videos,11
2022-04-06,Suggested videos,12
2022-04-07,Suggested videos,4
2022-04-08,Suggested videos,7
2022-04-09,Suggested videos,8
2022-04-10,Suggested videos,2
2022-04-11,Suggested videos,7
2022-04-12,Suggested videos,6
2022-04-13,Suggested videos,5
